"id","sex","yr","age","cgpa","bdevice","adevice","btime","atime","bdevstudy","adevstudy","bconc","aconc","bbed","abed","baffbed","aaffbed","btire","atire","socdist","isolate","personality","lazy","boredom","psycho","afford","unhealthy","covidstress","devicegpa","assgn","f2f","quiz"
305,"Female","Third/Junior","+30","+90","Mobile phone","Laptop","1-3 ","9-12","0","3","1","1","3","3","1","1","4","4","4","4","4","4","2","4","4","4","4","2","2","3","1"
306,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","3","3","2","2","2","2","1","1","1","1","0","3","2","1","3","4","3","1","1","2","2","3","2"
307,"Female","Third/Junior","18-24","60-69","Mobile phone","Laptop","3-6","3-6","4","4","1","0","4","4","0","0","0","0","3","0","0","2","1","3","1","1","1","1","0","0","0"
308,"Female","Fourth/Senior","18-24","80-89","Laptop","Laptop","1-3 ","3-6","3","4","1","4","3","0","1","4","1","4","4","4","4","4","3","4","4","4","4","4","4","4","4"
309,"Female","First/Freshman","18-24","80-89","Mobile phone","Mobile phone","3-6","6-9","4","4","4","4","3","3","4","4","4","4","3","3","4","4","4","3","3","4","4","3","3","4","2"
310,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Laptop","1-3 ","3-6","2","4","2","3","3","1","3","4","3","3","3","4","2","3","3","3","4","3","3","3","4","4","1"
311,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","1-3 ","3","4","4","4","3","0","2","4","3","4","4","4","4","4","4","4","4","4","4","3","4","4","4"
312,"Male","Third/Junior","18-24","60-69","Laptop","Laptop","1-3 ","1-3 ","4","2","3","3","4","0","3","4","3","3","3","2","3","4","4","3","3","3","3","3","3","3","1"
313,"Female","First/Freshman","18-24","80-89","Mobile phone","Laptop","1-3 ","3-6","3","3","4","1","3","3","2","2","4","3","4","2","4","2","3","3","3","4","2","2","1","4","2"
314,"Female","Other","18-24","80-89","Laptop","Mobile phone","3-6","6-9","3","4","2","1","3","3","2","3","3","3","3","4","3","4","4","3","3","3","4","2","3","3","2"
315,"Female","Third/Junior","18-24","70-79","Laptop","Laptop","1-3 ","3-6","2","4","3","4","4","3","2","4","2","4","3","3","3","4","4","4","4","4","4","4","4","4","4"
316,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","3-6","9-12","3","4","2","4","3","1","1","4","1","4","4","4","3","2","2","3","4","3","3","2","1","3","1"
317,"Female","First/Freshman","+30","70-79","Mobile phone","Laptop","9-12","12+","4","4","1","1","4","1","1","4","4","4","4","4","3","4","4","4","4","1","4","0","3","2","3"
318,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","2","3","4","4","3","0","4","4","4","4","2","4","4","4","4","3","4","4","4","4","4","4","4"
319,"Male","Fourth/Senior","25-30","70-79","Mobile phone","Laptop","1-3 ","12+","1","4","1","4","4","0","1","3","4","4","4","4","4","4","3","4","3","4","4","3","4","2","1"
320,"Female","First/Freshman","18-24","80-89","I pad/ Tablet","Mobile phone","1-3 ","9-12","1","4","3","3","4","1","2","3","4","4","3","4","4","4","4","4","3","4","4","4","3","4","4"
321,"Female","First/Freshman","25-30","80-89","Mobile phone","Mobile phone","1-3 ","3-6","0","3","4","3","4","3","1","4","3","3","3","3","1","4","3","4","4","2","4","3","1","4","1"
322,"Male","Fourth/Senior","18-24","80-89","Laptop","Laptop","6-9","9-12","3","3","2","3","2","2","3","3","3","4","4","3","3","3","3","3","2","2","3","2","3","3","0"
323,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","3","3","4","4","3","2","1","1","3","4","1","3","1","2","2","3","3","2","2","3","1","3","2"
324,"Female","Fourth/Senior","18-24","70-79","Laptop","Laptop","3-6","6-9","2","4","3","4","3","2","3","4","2","4","4","4","4","3","4","4","4","3","3","4","4","3","4"
325,"Female","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","6-9","1","4","4","4","4","1","1","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
326,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","2","1","2","4","3","2","1","3","2","4","3","3","4","4","4","4","4","3","3","4","3","3","4"
327,"Female","Fourth/Senior","18-24","60-69","Mobile phone","Laptop","3-6","6-9","3","4","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4"
328,"Female","Fourth/Senior","18-24","70-79","Other","Laptop","1-3 ","9-12","2","4","2","2","2","2","2","3","3","4","3","3","4","4","3","4","3","2","3","2","3","4","2"
329,"Female","Other","18-24","80-89","Laptop","Laptop","1-3 ","9-12","2","4","4","4","3","2","1","4","2","4","3","4","4","4","4","4","4","4","4","4","4","4","4"
330,"Male","Third/Junior","18-24","60-69","Other","Laptop","1-3 ","9-12","1","0","4","4","4","1","4","4","2","4","2","4","4","4","4","4","4","4","4","4","4","4","4"
331,"Female","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","3-6","6-9","2","3","3","3","4","1","2","1","2","2","3","2","3","2","2","3","4","2","2","3","1","2","1"
332,"Female","First/Freshman","18-24","70-79","Other","Laptop","1-3 ","6-9","3","4","2","2","4","1","2","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","3"
333,"Female","Other","25-30","Below 60","Mobile phone","Mobile phone","12+","12+","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2"
334,"Male","Fourth/Senior","18-24","60-69","Laptop","Mobile phone","3-6","6-9","4","4","2","3","3","0","1","4","2","3","3","4","2","4","3","4","4","3","3","3","3","4","4"
335,"Female","Fourth/Senior","18-24","60-69","Laptop","Laptop","3-6","6-9","3","3","2","2","3","2","3","3","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3"
336,"Male","Third/Junior","25-30","60-69","Mobile phone","Laptop","6-9","12+","4","4","4","4","2","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","0"
337,"Female","First/Freshman","18-24","70-79","Laptop","Laptop","1-3 ","1-3 ","2","2","4","4","1","2","1","3","1","3","3","2","2","1","4","4","4","2","3","3","4","3","4"
338,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Laptop","3-6","12+","0","4","4","4","4","0","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
339,"Female","Fourth/Senior","+30","60-69","Mobile phone","Mobile phone","3-6","9-12","3","4","3","4","4","0","1","4","4","4","3","4","3","2","3","4","4","3","4","4","4","4","4"
340,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Laptop","1-3 ","6-9","1","4","4","4","2","2","1","3","1","4","3","4","3","3","3","3","4","3","3","3","4","3","3"
341,"Female","First/Freshman","18-24","70-79","Laptop","Laptop","1-3 ","6-9","2","4","2","2","2","2","2","2","2","4","2","2","3","3","2","4","3","3","3","4","3","4","2"
342,"Female","Third/Junior","18-24","+90","Mobile phone","Mobile phone","1-3 ","3-6","1","1","4","4","2","0","2","4","4","4","2","3","3","1","3","4","4","2","2","2","3","3","1"
343,"Male","Fourth/Senior","18-24","70-79","Other","Laptop","1-3 ","3-6","3","3","3","3","4","0","2","3","3","4","4","3","4","4","4","4","4","3","3","4","2","4","1"
344,"Female","First/Freshman","18-24","80-89","Mobile phone","Mobile phone","3-6","6-9","3","4","1","4","3","2","1","4","3","4","4","4","4","4","4","4","3","3","4","3","4","4","4"
345,"Male","Other","18-24","70-79","Laptop","Laptop","3-6","6-9","4","4","3","2","0","1","2","4","4","4","4","4","4","4","4","4","4","2","4","3","3","4","0"
346,"Female","Third/Junior","18-24","70-79","Mobile phone","Laptop","1-3 ","3-6","3","4","3","3","4","1","1","4","1","4","3","3","4","4","4","4","4","4","4","4","4","4","3"
347,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","1-3 ","12+","1","4","2","2","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","1","3","4","4"
348,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","6-9","1","4","2","4","3","1","2","4","4","4","3","3","4","4","4","4","3","4","4","3","3","4","4"
349,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Laptop","6-9","6-9","2","4","1","4","4","0","2","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
350,"Female","Third/Junior","18-24","80-89","Mobile phone","Laptop","6-9","12+","2","4","3","4","3","1","1","3","2","4","4","4","4","4","3","4","4","3","4","3","3","4","2"
351,"Female","Other","18-24","80-89","Other","Laptop","1-3 ","9-12","3","4","4","3","4","0","1","4","1","4","0","3","3","4","1","4","4","4","3","2","3","3","3"
352,"Male","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","1-3 ","1-3 ","3","3","3","3","4","4","4","4","4","4","4","3","3","4","3","3","4","3","4","4","4","4","4"
353,"Female","First/Freshman","18-24","80-89","Laptop","Laptop","1-3 ","3-6","3","4","3","3","3","0","1","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4"
354,"Male","Third/Junior","18-24","60-69","Laptop","Laptop","1-3 ","3-6","4","4","0","0","4","0","2","2","4","4","4","4","4","4","4","4","4","4","4","4","2","4","2"
355,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Laptop","6-9","12+","3","4","3","4","4","1","2","4","3","3","2","3","4","4","4","4","3","3","3","4","4","4","4"
356,"Female","Second/ Sophomore","25-30","80-89","Mobile phone","Mobile phone","3-6","9-12","3","4","1","1","4","4","1","1","0","0","4","1","4","1","3","3","3","3","3","3","1","3","3"
357,"Female","Third/Junior","18-24","+90","I pad/ Tablet","I pad/ Tablet","9-12","9-12","4","4","0","0","1","1","2","2","1","1","4","1","1","4","1","4","4","2","4","4","4","4","3"
358,"Female","Second/ Sophomore","18-24","80-89","Laptop","Laptop","1-3 ","9-12","2","4","2","4","4","0","1","4","2","4","4","4","4","4","4","3","3","4","4","4","4","4","4"
359,"Female","Third/Junior","18-24","70-79","Other","Mobile phone","3-6","12+","0","4","4","3","2","2","1","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
360,"Male","Third/Junior","18-24","60-69","Mobile phone","Mobile phone","1-3 ","1-3 ","3","3","3","3","2","2","3","3","4","4","3","3","3","4","4","4","4","4","4","4","4","4","3"
361,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","3-6","3-6","3","3","3","3","2","2","3","4","4","4","4","4","4","4","4","4","3","4","4","4","3","4","4"
362,"Female","Other","18-24","60-69","Other","I pad/ Tablet","1-3 ","3-6","2","4","2","2","3","3","3","4","4","4","3","2","3","3","4","4","4","4","3","3","3","4","3"
363,"Female","Second/ Sophomore","18-24","+90","Laptop","Laptop","1-3 ","6-9","2","4","3","1","3","1","3","4","3","3","3","3","4","2","3","3","4","2","1","3","3","2","3"
364,"Female","Third/Junior","18-24","70-79","Laptop","Laptop","6-9","12+","3","4","1","3","3","1","1","4","3","4","2","4","4","4","4","4","4","2","4","4","4","4","1"
365,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","3-6","6-9","3","4","3","1","4","4","1","1","3","3","3","3","3","3","2","2","3","3","3","3","3","3","1"
366,"Male","First/Freshman","18-24","80-89","Laptop","Laptop","3-6","3-6","4","4","2","2","1","1","3","4","3","4","4","3","4","4","4","4","3","4","4","4","4","4","4"
367,"Female","Third/Junior","18-24","60-69","Mobile phone","Mobile phone","1-3 ","3-6","1","4","4","4","4","4","4","4","4","4","1","4","4","4","4","4","4","4","4","4","4","4","4"
368,"Female","Second/ Sophomore","18-24","80-89","Laptop","Laptop","6-9","12+","3","4","1","1","4","3","1","1","4","4","4","2","0","4","4","4","4","2","4","3","4","0","0"
369,"Male","Second/ Sophomore","18-24","70-79","Mobile phone","Laptop","1-3 ","6-9","2","4","2","4","4","1","3","4","3","4","3","4","4","3","3","4","4","4","4","4","4","4","4"
370,"Male","Second/ Sophomore","18-24","80-89","I pad/ Tablet","Laptop","1-3 ","9-12","2","3","3","4","4","0","3","4","3","3","4","4","3","4","3","4","4","4","4","4","4","4","3"
371,"Female","Third/Junior","18-24","+90","Other","Mobile phone","1-3 ","9-12","0","0","4","4","0","0","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
372,"Male","Fourth/Senior","18-24","70-79","Laptop","Laptop","6-9","9-12","2","3","2","3","2","2","3","4","3","3","4","4","3","3","3","3","4","3","3","3","4","3","3"
373,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","1-3 ","1-3 ","2","3","4","3","2","2","2","2","1","4","3","3","4","3","4","3","4","4","4","4","4","4","4"
374,"Female","Second/ Sophomore","25-30","80-89","Mobile phone","Mobile phone","6-9","9-12","3","3","3","4","1","3","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
375,"Female","First/Freshman","18-24","+90","Mobile phone","Laptop","1-3 ","6-9","3","4","3","3","4","4","1","4","3","4","1","4","3","4","4","4","4","4","4","4","4","4","4"
376,"Female","Third/Junior","18-24","70-79","Mobile phone","Laptop","3-6","6-9","1","3","3","4","3","2","1","4","1","4","3","3","3","4","4","4","4","4","4","3","3","3","2"
377,"Female","Second/ Sophomore","18-24","+90","Other","Mobile phone","1-3 ","9-12","0","3","4","4","4","0","1","4","1","4","3","4","4","4","4","4","4","4","4","4","4","4","4"
378,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","1-3 ","6-9","1","4","3","4","4","0","3","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","3"
379,"Female","Third/Junior","18-24","80-89","Other","Mobile phone","1-3 ","9-12","2","0","2","0","3","0","3","0","2","0","1","2","3","4","4","3","4","4","4","4","3","3","4"
380,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","3-6","3-6","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
381,"Male","Second/ Sophomore","18-24","70-79","Mobile phone","Laptop","1-3 ","12+","2","4","3","4","2","4","2","4","2","4","4","3","4","3","3","3","4","4","3","4","4","4","3"
382,"Male","Second/ Sophomore","18-24","70-79","Mobile phone","Laptop","1-3 ","6-9","2","4","3","4","2","4","2","3","3","4","4","3","3","4","3","4","4","4","3","4","4","3","3"
383,"Male","Second/ Sophomore","18-24","60-69","Mobile phone","Laptop","3-6","3-6","2","3","4","2","3","1","4","4","4","4","3","3","4","4","3","3","3","3","4","4","2","4","3"
384,"Male","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","1","2","4","3","3","0","4","4","4","4","3","3","4","3","4","4","4","4","4","3","3","4","4"
385,"Male","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","3-6","3-6","3","3","2","2","3","4","4","4","3","3","2","3","2","3","3","3","4","2","3","3","3","4","0"
386,"Female","First/Freshman","18-24","80-89","I pad/ Tablet","I pad/ Tablet","1-3 ","3-6","3","4","1","2","4","2","2","3","2","4","2","3","3","4","4","4","4","4","4","4","4","4","4"
387,"Female","First/Freshman","18-24","60-69","Mobile phone","Laptop","1-3 ","6-9","3","4","1","4","3","0","2","4","3","4","3","4","3","4","4","4","4","3","4","4","4","4","4"
388,"Female","Second/ Sophomore","18-24","60-69","Mobile phone","Mobile phone","1-3 ","12+","3","4","3","4","0","0","4","4","4","4","4","4","4","4","4","4","4","4","4","4","0","4","0"
389,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Laptop","1-3 ","3-6","0","1","3","4","4","0","1","4","1","4","4","4","4","4","3","4","4","4","4","4","4","4","4"
390,"Male","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","1-3 ","9-12","2","4","3","4","4","0","3","4","3","4","4","3","4","4","3","3","4","4","3","3","4","4","4"
391,"Male","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","1","3","3","4","3","0","1","4","1","4","4","4","4","4","4","4","4","4","4","3","4","4","1"
392,"Male","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","1-3 ","6-9","1","4","4","4","4","0","1","4","3","4","4","4","4","4","3","4","4","4","4","4","4","3","4"
393,"Male","Fourth/Senior","+30","80-89","Mobile phone","Mobile phone","3-6","9-12","4","4","3","4","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","0"
394,"Female","First/Freshman","18-24","60-69","Mobile phone","Mobile phone","3-6","6-9","1","3","3","3","4","1","3","4","1","4","3","3","4","4","2","3","4","4","4","3","4","4","3"
395,"Female","Third/Junior","+30","80-89","Laptop","Laptop","6-9","6-9","4","3","2","2","4","3","2","2","4","4","4","3","4","3","4","4","3","3","3","1","3","4","4"
396,"Female","Second/ Sophomore","18-24","70-79","Other","Mobile phone","1-3 ","12+","1","3","3","4","3","1","3","3","4","4","0","3","4","4","4","4","4","4","4","4","4","4","4"
397,"Male","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","1-3 ","12+","3","4","2","4","3","0","3","4","3","4","4","4","3","4","3","4","4","4","4","3","4","4","4"
398,"Male","Second/ Sophomore","18-24","70-79","Mobile phone","Laptop","1-3 ","6-9","2","4","2","4","3","0","2","4","3","4","3","4","4","4","4","4","4","3","4","3","4","4","4"
399,"Male","Third/Junior","18-24","70-79","I pad/ Tablet","Laptop","1-3 ","9-12","3","4","3","4","2","4","2","4","3","4","4","4","4","4","3","3","4","4","3","3","4","4","4"
400,"Male","Third/Junior","18-24","60-69","I pad/ Tablet","Laptop","1-3 ","9-12","2","4","3","4","4","0","3","4","3","4","4","4","4","3","4","4","3","4","4","4","4","3","4"
401,"Female","First/Freshman","18-24","70-79","Other","Laptop","3-6","12+","0","3","4","4","3","1","1","3","2","4","1","4","4","4","4","4","3","4","4","4","1","4","3"
402,"Male","Fourth/Senior","18-24","60-69","Laptop","Laptop","1-3 ","6-9","3","4","3","0","3","4","0","0","0","0","3","4","3","1","1","3","3","4","1","0","0","1","0"
403,"Female","Fourth/Senior","18-24","+90","Mobile phone","Mobile phone","6-9","9-12","3","4","3","4","4","2","2","4","3","4","1","4","4","4","4","4","4","4","4","4","4","4","4"
404,"Female","Second/ Sophomore","18-24","+90","Mobile phone","Laptop","1-3 ","6-9","2","4","3","4","3","0","1","3","2","2","2","2","3","3","3","3","4","4","3","4","3","3","4"
405,"Female","Fourth/Senior","18-24","60-69","Mobile phone","Mobile phone","1-3 ","1-3 ","3","3","1","1","3","3","3","3","3","3","3","3","3","3","3","3","4","2","3","3","3","2","1"
406,"Male","First/Freshman","18-24","70-79","Mobile phone","Mobile phone","12+","12+","4","4","0","0","4","4","4","4","0","0","0","0","0","0","3","3","1","1","3","1","4","4","4"
407,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Laptop","1-3 ","3-6","1","4","4","4","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
408,"Male","Second/ Sophomore","18-24","60-69","Mobile phone","Laptop","3-6","3-6","2","2","4","3","4","1","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
409,"Female","First/Freshman","18-24","80-89","Laptop","Laptop","1-3 ","9-12","2","3","3","4","1","0","3","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4"
410,"Female","Third/Junior","18-24","70-79","Laptop","Personal Computer","1-3 ","3-6","0","4","0","0","0","4","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0"
411,"Female","First/Freshman","18-24","80-89","I pad/ Tablet","Laptop","1-3 ","6-9","1","4","4","4","4","1","2","4","1","4","4","4","1","4","4","4","4","4","4","3","4","4","4"
412,"Female","Second/ Sophomore","18-24","+90","Laptop","Mobile phone","1-3 ","3-6","3","4","4","4","0","0","0","4","1","4","2","4","4","2","4","4","4","4","4","4","4","4","4"
413,"Female","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","6-9","1-3 ","3","3","4","4","0","4","3","4","4","4","4","1","4","3","3","4","4","1","4","3","4","4","4"
414,"Male","Second/ Sophomore","18-24","60-69","Mobile phone","Laptop","1-3 ","3-6","3","4","3","3","4","3","1","4","3","4","3","3","4","4","4","4","4","4","4","4","4","4","4"
415,"Male","First/Freshman","25-30","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","2","2","4","3","4","2","4","3","2","2","1","3","3","3","3","3","3","3","3","3","3","3","3"
416,"Male","Third/Junior","18-24","70-79","Laptop","Laptop","6-9","9-12","4","4","3","3","2","4","4","2","2","4","3","3","3","3","3","4","4","1","4","4","4","4","4"
417,"Female","Third/Junior","18-24","+90","Laptop","Laptop","9-12","12+","3","4","1","3","3","3","2","3","4","4","4","3","4","4","4","4","4","3","4","2","2","3","4"
418,"Male","Third/Junior","18-24","+90","Laptop","Laptop","1-3 ","3-6","3","3","1","1","2","2","3","3","3","3","1","3","3","3","2","4","3","2","3","2","0","3","0"
419,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Laptop","6-9","9-12","3","4","2","2","4","0","2","3","2","4","3","4","3","4","3","4","4","3","3","3","3","3","4"
420,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","6-9","9-12","3","4","3","2","2","1","3","3","3","4","1","3","3","3","3","3","3","3","3","3","3","3","3"
421,"Female","Second/ Sophomore","18-24","80-89","Laptop","Mobile phone","3-6","1-3 ","4","3","2","3","3","1","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3"
422,"Female","Second/ Sophomore","18-24","70-79","Laptop","Laptop","1-3 ","6-9","4","4","3","3","0","0","2","2","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4"
423,"Female","Other","18-24","70-79","Laptop","Laptop","1-3 ","1-3 ","1","1","3","4","2","2","2","2","3","3","2","2","1","1","3","3","1","1","1","3","3","4","3"
424,"Female","Fourth/Senior","18-24","80-89","Laptop","Laptop","1-3 ","6-9","4","4","0","2","3","0","4","4","2","4","0","4","4","4","4","4","4","4","4","4","4","4","2"
425,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","6-9","1","4","3","3","3","1","1","3","4","4","0","3","2","1","3","3","3","2","2","1","2","2","1"
426,"Male","Second/ Sophomore","18-24","80-89","Other","Laptop","6-9","1-3 ","2","4","3","2","4","0","1","4","1","4","4","4","3","4","4","4","4","4","3","4","4","4","3"
427,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","I pad/ Tablet","1-3 ","3-6","1","1","3","3","3","1","2","3","1","3","3","3","2","4","3","3","3","3","4","3","3","3","3"
428,"Female","Second/ Sophomore","25-30","70-79","Mobile phone","Laptop","1-3 ","6-9","3","3","3","4","3","1","3","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
429,"Female","Second/ Sophomore","25-30","70-79","Mobile phone","Laptop","1-3 ","3-6","4","3","3","4","4","1","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
430,"Female","Second/ Sophomore","18-24","60-69","Laptop","Mobile phone","1-3 ","1-3 ","3","3","3","3","4","4","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4"
431,"Female","Second/ Sophomore","18-24","+90","Mobile phone","Laptop","1-3 ","9-12","3","2","4","3","3","1","3","3","3","4","2","3","4","4","3","4","4","4","4","4","4","4","4"
432,"Female","First/Freshman","18-24","70-79","Laptop","Laptop","1-3 ","3-6","3","4","4","3","4","1","4","2","4","4","1","2","4","4","4","4","4","3","4","4","4","4","4"
433,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","6-9","6-9","3","3","3","3","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
434,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","6-9","3","4","3","3","4","1","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
435,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Laptop","3-6","3-6","3","3","4","4","3","1","3","2","3","3","3","2","4","3","4","3","4","4","4","4","4","4","4"
436,"Female","Fourth/Senior","25-30","70-79","Mobile phone","Mobile phone","1-3 ","3-6","3","2","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4"
437,"Female","First/Freshman","18-24","80-89","Mobile phone","Laptop","1-3 ","9-12","3","3","3","3","3","2","4","4","2","3","3","3","4","4","4","4","4","4","4","4","4","4","4"
438,"Female","Fourth/Senior","18-24","70-79","Mobile phone","I pad/ Tablet","1-3 ","6-9","3","4","1","1","3","1","1","4","3","3","3","4","3","3","4","4","4","3","4","3","3","3","3"
439,"Female","Fourth/Senior","18-24","80-89","Other","Laptop","3-6","6-9","2","3","4","4","2","3","4","4","4","4","4","4","4","4","4","4","4","2","4","3","4","4","4"
440,"Female","Fourth/Senior","18-24","+90","I pad/ Tablet","I pad/ Tablet","3-6","3-6","4","4","1","1","1","1","2","2","3","3","3","3","2","4","3","3","4","3","4","4","4","3","3"
441,"Female","Third/Junior","18-24","+90","Mobile phone","Mobile phone","6-9","6-9","4","4","1","1","4","0","1","1","4","4","1","1","0","1","3","3","4","2","1","3","4","2","3"
442,"Male","First/Freshman","18-24","+90","Mobile phone","Laptop","1-3 ","3-6","2","3","1","1","4","2","4","3","4","4","4","3","3","2","3","3","4","3","3","3","3","3","3"
443,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","9-12","12+","4","4","1","1","2","2","4","4","3","4","4","4","4","4","3","4","4","3","4","3","3","3","3"
444,"Male","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","3-6","9-12","2","2","4","4","2","2","0","4","4","4","2","4","4","4","4","4","4","2","4","4","4","4","3"
445,"Female","First/Freshman","18-24","80-89","Mobile phone","Laptop","1-3 ","6-9","1","4","1","1","4","0","1","4","1","4","3","4","4","4","4","4","4","1","4","3","4","4","2"
446,"Female","First/Freshman","18-24","+90","Laptop","Laptop","6-9","9-12","3","4","2","2","3","1","2","2","2","4","3","4","3","4","4","3","3","2","3","3","4","3","3"
447,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","4","4","1","1","4","1","4","4","4","4","3","4","3","4","4","4","4","2","4","3","3","4","4"
448,"Female","Third/Junior","18-24","80-89","Laptop","Mobile phone","1-3 ","9-12","3","3","3","4","3","1","3","4","3","3","2","3","2","3","3","4","3","2","3","2","4","2","2"
449,"Female","Second/ Sophomore","18-24","+90","Laptop","Laptop","3-6","9-12","3","4","1","2","3","1","2","4","2","4","3","3","1","4","3","4","3","2","3","2","1","3","1"
450,"Male","Third/Junior","18-24","70-79","I pad/ Tablet","Laptop","1-3 ","9-12","3","4","2","4","4","0","3","4","2","4","4","4","3","3","3","4","3","3","3","3","4","3","4"
451,"Female","Second/ Sophomore","18-24","80-89","Laptop","Laptop","3-6","9-12","3","4","1","0","4","1","1","3","0","2","4","1","3","3","1","4","4","2","4","3","1","4","1"
452,"Female","Second/ Sophomore","18-24","80-89","Laptop","Laptop","6-9","9-12","3","4","3","3","4","0","2","4","3","4","4","4","3","4","4","4","4","3","4","3","4","4","4"
453,"Female","Second/ Sophomore","18-24","80-89","Laptop","Laptop","9-12","9-12","4","4","2","2","0","0","2","2","4","4","3","3","4","4","4","4","2","3","3","3","4","3","2"
454,"Female","Second/ Sophomore","18-24","80-89","Laptop","Laptop","9-12","9-12","4","4","2","2","0","0","2","2","4","4","3","3","0","4","4","4","4","1","2","3","4","4","1"
455,"Female","Second/ Sophomore","18-24","+90","Laptop","Laptop","6-9","9-12","4","4","2","3","3","1","2","4","3","4","3","4","3","4","4","4","4","2","4","1","4","3","1"
456,"Male","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","12+","12+","2","4","2","3","3","3","4","4","2","4","4","4","0","2","4","3","4","3","2","2","4","4","2"
457,"Female","Second/ Sophomore","18-24","80-89","Laptop","Laptop","6-9","12+","4","2","4","1","3","2","4","0","2","2","4","3","4","4","2","3","2","3","3","4","2","1","0"
